Text,Label
"We used the atomic force microscope to manipulate and unfold individual molecules of the titin I27 domain and reconstructed its free energy surface using Jarzynski's equality. The free energy surface for both stretching and unfolding was reconstructed using an exact formula that relates the nonequilibrium work fluctuations to the molecular free energy. In addition, the unfolding free energy barrier, i.e. the activation energy, was directly obtained from experimental data for the first time. This work demonstrates that Jarzynski's equality can be used to analyze nonequilibrium single-molecule experiments, and to obtain the free energy surfaces for molecular systems, including interactions for which only nonequilibrium work can be measured.",Human
"Surface modified amorphous nanoporous silica molecules with hydrophobic as well as hydrophilic character can be effectively used as therapeutic drug for combating chicken malaria in poultry industry. The amorphous nanosilica was developed by top-down approach using volcanic soil derived silica as source material. Amorphous silica has long been used as feed additive for poultry industry and considered to be safe for human consumption by WHO and USDA. The basic mechanism of action of these nanosilica molecules is mediated by the physical absorption of VLDL, serum triglycerides and other serum cholesterol components in the lipophilic nanopores of nanosilica. This reduces the supply of the host derived cholesterol, thus limiting the growth of the malarial parasite in vivo.",Human
Long range charge transfer experiments in DNA oligomers and the subsequently measured -- and very diverse -- transport response of DNA wires in solid state experiments exemplifies the need for a thorough theoretical understanding of charge migration in DNA-based natural and artificial materials. Here we present a review of tight-binding models for DNA conduction which have the intrinsic merit of containing more structural information than plain rate-equation models while still retaining sufficient detail of the electronic properties. This allows for simulations of transport properties to be more manageable with respect to density functional theory methods or correlated first principle algorithms.,Human
"The maintainance of a stable periodicity during the yeast metabolic cycle involving approximately half of the genome requires a very strict and efficient control of gene expression. For this reason, the metabolic cycle is a very good candidate for testing the role of a class of post-transcriptional regulators, the so called PUF-family, whose genome-wide mRNA binding specificity was recently experimentally assessed. Here we show that an integrated computational analysis of gene expression time series during the metabolic cycle and the mRNA binding specificity of PUF-family proteins allow for a clear demonstration of the very specific role exerted by selective post-transcriptional mRNA degradation in yeast metabolic cycle global regulation.",Human
"The multiple worlds of genetically manipulated laboratory organisms such as transgenic mice or worms with certain gene mutations are somewhat reminiscent of parallel worlds in quantum mechanics. So are various models of aging tested in such organisms. In this context, the tumor suppressor p53 has been found to either accelerate or delay aging, the latter, for instance, in conjunction with ARF, another tumor suppressor, as shown very recently. To more easily determine which of these artificial settings comes closest to real life, I discuss here their features in the light of my protein structure-based insights that have led me to propose a physiological anti-aging role for the retinoblastoma tumor suppressor protein (RB) over the past four years.",Human
"Recently, structural analysis of the human transferrin and growth hormone (GH) amino acid sequences has unravelled that they harbor a motif identical to a pattern found in viral oncoproteins known to bind the primarily nuclear tumor suppressor retinoblastoma protein (RB). Since related signatures had previously been identified also in insulin and the two insulin-like growth factors (IGFs), the aim of the current study has been to investigate whether further hints substantiating these reported homologies can be found in silico. Here, additional similarities are presented supporting the notion of an insulin superfamily of growth-promoting proteins with dual localization in the extracellular environment and the intracellular space, particularly in the nucleus, as well as characterized by a tropism for RB.",Human
"Chemical reaction systems with a low to moderate number of molecules are typically modeled as discrete jump Markov processes. These systems are oftentimes simulated with methods that produce statistically exact sample paths such as the Gillespie Algorithm or the Next Reaction Method. In this paper we make explicit use of the fact that the initiation times of the reactions can be represented as the firing times of independent, unit rate Poisson processes with internal times given by integrated propensity functions. Using this representation we derive a modified Next Reaction Method and, in a way that achieves efficiency over existing approaches for exact simulation, extend it to systems with time dependent propensities as well as to systems with delays.",Human
"By explicitly representing the reaction times of discrete chemical systems as the firing times of independent, unit rate Poisson processes, we develop a new adaptive tau-leaping procedure. The procedure developed is novel in that accuracy is guaranteed by performing postleap checks. Because the representation we use separates the randomness of the model from the state of the system, we are able to perform the postleap checks in such a way that the statistics of the sample paths generated will not be biased by the rejections of leaps. Further, since any leap condition is ensured with a probability of one, the simulation method naturally avoids negative population values",Human
"We present a simple algorithm for detecting oscillatory behavior in discrete data. The data is used as an input driving force acting on a set of simulated damped oscillators. By monitoring the energy of the simulated oscillators, we can detect oscillatory behavior in data. In application to in vivo deep brain basal ganglia recordings, we found sharp peaks in the spectrum at 20 and 70 Hz. The algorithm is also compared to the conventional fast Fourier transform and circular statistics techniques using computer generated model data, and is found to be comparable to or better than fast Fourier transform in test cases. Circular statistics performed poorly in our tests.",Human
"This paper describes a design of a molecular propagation system in molecular communication. Molecular communication is a new communication paradigm where biological and artificially-created nanomachines communicate over a short distance using molecules. A molecular propagation system in molecular communication directionally transports molecules from a sender to a receiver. In the design described in this paper, protein filaments glide over immobilized motor proteins along preconfigured microlithographic tracks, and the gliding protein filaments carry and transport molecules from a sender to a receiver. In the design, DNA hybridization is used to load and unload the molecules onto and from the carriers at a sender and a receiver. In the design, loading/transporting/unloading processes are autonomous and require no external control.",Human
"We present a mathematical model of glucose-lactose diauxic growth in Escherichia coli including both the postive and negative regulation mechanisms of the lactose operon as well as the inducer exclusion. To validate this model, we first calculated the time evolution of beta-galactosidase for only the lactose nutrient and compared the numerical results with experimental data. Second, we compared the calculated cell biomass of the glucose-lactose diauxic growth with the experimental optical density of the diauxic growth for a particular E. coli MG 1655. For both cases, the numerical calculations from this model are in good agreement with these two experiments' data. The diauxic growth pattern of a wild type E. coli was also investigated.",Human
"The use of mathematical models has helped to shed light on countless phenomena in chemistry and biology. Often, though, one finds that systems of interest in these fields are dauntingly complex. In this paper, we attempt to synthesize and expand upon the body of mathematical results pertaining to the theory of multiple equilibria in chemical reaction networks (CRNs), which has yielded surprising insights with minimal computational effort. Our central focus is a recent, cycle-based theorem by Gheorghe Craciun and Martin Feinberg, which is of significant interest in its own right and also serves, in a somewhat restated form, as the basis for a number of fruitful connections among related results.",Human
"Schizophrenia is a severe, currently incurable, relatively common mental condition. Its symptoms are complex and widespread. It structurally and functionally affects cortical and subcortical regions involved in cognitive, emotional and motivational aspects of behavior. Its cause is unknown, its diagnosis is based on statistical behavior and its treatment is elusive.   Our paradigm addresses the complexity of schizophrenic symptoms. Building upon recent neural vulnerability and limbic dysregulation hypotheses, it offers a mathematical model for the evolution of the limbic system under perturbation. Dependence on parameters and the concept of ""bifurcation"" could be the key to understanding the threshold between ""normality"" and ""disease"".",Human
"Cells continuously probe their environment with membrane receptors, achieving subsecond adaptation of their behaviour [1-3]. Recently, several receptors, including cadherins, were found to bind ligands with a lifetime of order of one second. Here we show at the single molecule level that homotypic C-cadherin association involves transient intermediates lasting less than a few tens of milliseconds. Further, these intermediates transitionned towards more stable states with a kinetic rate displaying exponential decrease with piconewton forces. These features enable cells to detect ligands or measure surrounding mechanical behaviour within a fraction of a second, much more rapidly than was previously thought.",Human
"The diversity of a community that cannot be fully counted must be inferred. The two preeminent inference methods are the MaxEnt method, which uses information in the form of constraints and Bayes' rule which uses information in the form of data. It has been shown that these two methods are special cases of the method of Maximum (relative) Entropy (ME). We demonstrate how this method can be used as a measure of diversity that not only reproduces the features of Shannon's index but exceeds them by allowing more types of information to be included in the inference. A specific example is solved in detail. Additionally, the entropy that is found is the same form as the thermodynamic entropy.",Human
"An analytical description of the response properties of simple but realistic neuron models in the presence of noise is still lacking. We determine completely up to the second order the firing statistics of a single and a pair of leaky integrate-and-fire neurons (LIFs) receiving some common slowly filtered white noise. In particular, the auto- and cross-correlation functions of the output spike trains of pairs of cells are obtained from an improvement of the adiabatic approximation introduced in \cite{Mor+04}. These two functions define the firing variability and firing synchronization between neurons, and are of much importance for understanding neuron communication.",Human
"Spike correlations between neurons are ubiquitous in the cortex, but their role is at present not understood. Here we describe the firing response of a leaky integrate-and-fire neuron (LIF) when it receives a temporarily correlated input generated by presynaptic correlated neuronal populations. Input correlations are characterized in terms of the firing rates, Fano factors, correlation coefficients and correlation timescale of the neurons driving the target neuron. We show that the sum of the presynaptic spike trains cannot be well described by a Poisson process. Solutions of the output firing rate are found in the limit of short and long correlation time scales.",Human
"We describe a model of electron transfer reactions affected by local binding to the donor or acceptor sites of a particle in equilibrium with the solution. The statistics of fluctuations of the donor-acceptor energy gap caused by binding/unbinding events are non-Gaussian, and the resulting free energy surfaces of electron transfer are non-parabolic. The band-width of the charge-transfer optical transition is predicted to pass through a maximum as a function of the concentration of binding particles in the solution. The model is used to rationalize recent observations of pH-dependence of electron transfer rates involving changes in the protonation state of the donor-acceptor complex.",Human
"A description for regulatory genetic network based on generalized potential energy is constructed. The potential energy is derived from the steady state solution of linearized Fokker-Plank equation, and the result is shown to be equivalent to the system of coupled oscillators. The correspondence between the quantities from the mechanical picture and the steady-state fluctuations is established. Explicit calculation is given for auto-regulatory networks in which, the force constant associated with the degree of protein is very weak. Negative feedback not only suppresses the fluctuations but also increases the steepness of the potential. The results for the fluctuations agree completely with those obtained from linear noise Fokker-Planck equation.",Human
"The bacterium E. coli maneuvers itself to regions with high chemoattractant concentrations by performing two stereotypical moves: `runs', in which it moves in near straight lines, and `tumbles', in which it does not advance but changes direction randomly. The duration of each move is stochastic and depends upon the chemoattractant concentration experienced in the recent past. We relate this stochastic behavior to the steady-state density of a bacterium population, and we derive the latter as a function of chemoattractant concentration. In contrast to earlier treatments, here we account for the effects of temporal correlations and variable tumbling durations. A range of behaviors obtains, that depends subtly upon several aspects of the system - memory, correlation, and tumbling stochasticity in particular.",Human
"We compute absolute binding affinities for two ligands bound to the FKBP protein using non-equilibrium unbinding simulations. The methodology is straight-forward, requiring little or no modification to many modern molecular simulation packages. The approach makes use of a physical pathway, eliminating the need for complicated alchemical decoupling schemes. Results of this study are promising. For the ligands studied here the binding affinities are typically estimated within less than 4.0 kJ/mol of the target values; and the target values are within less than 1.0 kJ/mol of experiment. These results suggest that non-equilibrium simulation could provide a simple and robust means to estimate protein-ligand binding affinities.",Human
"We show how accurate kinetic information, such as the rates of protein folding and unfolding, can be extracted from replica-exchange molecular dynamics (REMD) simulations. From the brief and continuous trajectory segments between replica exchanges, we estimate short-time propagators in conformation space and use them to construct a master equation. For a helical peptide in explicit water, we determine the rates of transitions both locally between microscopic conformational states and globally for folding and unfolding. We show that accurate rates in the ~1/(100 ns) to ~1/(1 ns) range can be obtained from REMD with exchange times of 5 ps, in excellent agreement with results from long equilibrium molecular dynamics.",Human
"Based upon the membrane currents generated by an action potential in a biologically realistic model of a pyramidal, hippocampal cell within rat CA1, we perform a moment expansion of the extracellular field potential. We decompose the potential into both inverse and classical moments and show that this method is a rapid and efficient way to calculate the extracellular field both near and far from the cell body. The action potential gives rise to a large quadrupole moment that contributes to the extracellular field up to distances of almost 1 cm. This method will serve as a starting point in connecting the microscopic generation of electric fields at the level of neurons to macroscopic observables such as the local field potential.",Human
"The birth/death process with mutation describes the evolution of a population, and displays rich dynamics including clustering and fluctuations. We discuss an analytical `field-theoretical' approach to the birth/death process, using a simple dimensional analysis argument to describe evolution as a `Super-Brownian Motion' in the infinite population limit. The field theory technique provides corrections to this for large but finite population, and an exact description at arbitrary population size. This allows a characterisation of the difference between the evolution of a phenotype, for which strong local clustering is observed, and a genotype for which distributions are more dispersed. We describe the approach with sufficient detail for non-specialists.",Human
"The development of a large non-coding fraction in eukaryotic DNA and the phenomenon of the code-bloat in the field of evolutionary computations show a striking similarity. This seems to suggest that (in the presence of mechanisms of code growth) the evolution of a complex code can't be attained without maintaining a large inactive fraction. To test this hypothesis we performed computer simulations of an evolutionary toy model for Turing machines, studying the relations among fitness and coding/non-coding ratio while varying mutation and code growth rates. The results suggest that, in our model, having a large reservoir of non-coding states constitutes a great (long term) evolutionary advantage.",Human
"Using multicanonical simulations, the authors study the effect of charged end groups on helix formation in alanine based polypeptides. They confirm earlier reports that neutral polyalanine exhibits a pronounced helix-coil transition in gas phase simulations. Introducing a charged Lys+ at the C terminal stabilizes the helix and leads to a higher transition temperature. On the other hand, adding the Lys+ at the N terminal inhibits helix formation. Instead, a more globular structure was found. These results are in agreement with recent experiments on alanine based polypeptides in gas phase. They indicate that present force fields describe accurately the intramolecular interactions in proteins.",Human
"We implement a well-established concept to consider dispersion effects within a Poisson-Boltzmann approach of continuum solvation of proteins. The theoretical framework is particularly suited for boundary element methods. Free parameters are determined by comparison to experimental data as well as high-level quantum mechanical reference calculations. The method is general and can be easily extended in several directions. The model is tested on various chemical substances and found to yield good-quality estimates of the solvation free energy without obvious indication of any introduced bias. Once optimized, the model is applied to a series of proteins, and factors such as protein size or partial charge assignments are studied.",Human
"Population stratification is a problem encountered in several areas of biology and public health. We tackle this problem by mapping a population and its elements attributes into a hypergraph, a natural extension of the concept of graph or network to encode associations among any number of elements. On this hypergraph, we construct a statistical model reflecting our intuition about how the elements attributes can emerge from a postulated population structure. Finally, we introduce the concept of stratification representativeness as a mean to identify the simplest stratification already containing most of the information about the population structure. We demonstrate the power of this framework stratifying an animal and a human population based on phenotypic and genotypic properties, respectively.",Human
"The precision of biochemical signaling is limited by randomness in the diffusive arrival of molecules at their targets. For proteins binding to the specific sites on the DNA and regulating transcription, the ability of the proteins to diffuse in one dimension by sliding along the length of the DNA, in addition to their diffusion in bulk solution, would seem to generate a larger target for DNA binding, consequently reducing the noise in the occupancy of the regulatory site. Here we show that this effect is largely cancelled by the enhanced temporal correlations in one dimensional diffusion. With realistic parameters, sliding along DNA has surprisingly little effect on the physical limits to the precision of transcriptional regulation.",Human
"We probe the dynamic strength of multiple biotin-streptavidin adhesion bonds under linear loading using the biomembrane force probe setup for dynamic force spectroscopy. Measured rupture force histograms are compared to results from a master equation model for the stochastic dynamics of bond rupture under load. This allows us to extract the distribution of the number of initially closed bonds. We also extract the molecular parameters of the adhesion bonds, in good agreement with earlier results from single bond experiments. Our analysis shows that the peaks in the measured histograms are not simple multiples of the single bond values, but follow from a superposition procedure which generates different peak positions.",Human
Developing fast and efficient algorithms for retrieval of objects to a given user query is an area of active research. The present study investigates retrieval of time series objects from a phoneme database to a given user pattern or query. The proposed method maps the one-dimensional time series retrieval into a sequence retrieval problem by partitioning the multi-dimensional phase-space using k-means clustering. The problem of whole sequence as well as subsequence matching is considered. Robustness of the proposed technique is investigated on phoneme time series corrupted with additive white Gaussian noise. The shortcoming of classical power-spectral techniques for time series retrieval is also discussed.,Human
"We consider words as a network of interacting letters, and approximate the probability distribution of states taken on by this network. Despite the intuition that the rules of English spelling are highly combinatorial (and arbitrary), we find that maximum entropy models consistent with pairwise correlations among letters provide a surprisingly good approximation to the full statistics of four letter words, capturing ~92% of the multi-information among letters and even ""discovering"" real words that were not represented in the data from which the pairwise correlations were estimated. The maximum entropy model defines an energy landscape on the space of possible words, and local minima in this landscape account for nearly two-thirds of words used in written English.",Human
"This Letter studies the quasispecies dynamics of a population capable of genetic repair evolving on a time-dependent fitness landscape. We develop a model that considers an asexual population of single-stranded, conservatively replicating genomes, whose only source of genetic variation is due to copying errors during replication. We consider a time-dependent, single-fitness-peak landscape where the master sequence changes by a single point mutation every time $ \tau $. We are able to analytically solve for the evolutionary dynamics of the population in the point-mutation limit. In particular, our model provides an analytical expression for the fraction of mutators in the dynamic fitness landscape that agrees well with results from stochastic simulations.",Human
"The peculiarity of the distribution and geometry of metallic ions in enzymes pushed us to set the hypothesis that metallic ions in active-site act like tiny antennas able to pick up very feeble e.m. signals. Enzymatic activity of Cu2+, Zn2+ Superoxide Dismutase (SOD1) and Fe2+ Xanthine Oxidase (XO) has been studied, following in vitro generation and removal of free radicals. We observed that Superoxide radicals generation by XO is increased by a weak field having the Larmor frequency fL of Fe2+ while the SOD1 kinetics is sensibly reduced by exposure to a weak field having the frequency fL of Cu2+ ion.",Human
"Using a combination of theory and computer simulations, we study the translocation of an RNA molecule, pulled through a solid-state nanopore by an optical tweezer, as a method to determine its secondary structure. The resolution with which the elements of the secondary structure can be determined is limited by thermal fluctuations. We present a detailed study of these thermal fluctuations, including the frequency spectrum, and show that these rule out single-nucleotide resolution under the experimental conditions which we simulated. Two possible ways to improve this resolution are strong stretching of the RNA with a back-pulling voltage across the membrane, and stiffening of the translocated part of the RNA by biochemical means.",Human
"The occurrence of a critical period of plasticity in the visual cortex has long been established, yet its function in normal development is not fully understood. Here we show that as the late phase of the critical period unfolds, different areas of cat visual cortex develop in a coordinated manner. Orientation columns in areas V1 and V2 become matched in size in regions that are mutually connected. The same age trend is found for such regions in the left and right brain hemisphere. Our results indicate that a function of critical period plasticity is to progressively coordinate the functional architectures of different cortical areas - even across hemispheres.",Human
"The understanding of inactivation radiobiological mechanism in individual cells is important when from one side the application of ionizing radiation to tumour therapy and from the other side the protection against radiation are to be effectively improved. Important part of this mechanism is double-strand break (DSB) formation; these DSB may be formed directly by impacting ionizing particles or indirectly by different secondary radicals. The latter kind of formation is much more frequent when cells contain normal water content. Mathematical model of the corresponding chemical stage will be presented with the aim to demonstrate how the individual radicals, but also other chemical agents present in the water during irradiation may influence DSB formation.",Human
"The equilibrium statistical properties of DNA denaturation bubbles are examined in detail within the framework of the Peyrard-Bishop-Dauxois model. Bubble formation in homogeneous DNA is found to depend crucially on the presence of nonlinear base-stacking interactions. Small bubbles extending over less than 10 base pairs are associated with much larger free energies of formation per site than larger bubbles. As the critical temperature is approached, the free energy associated with further bubble growth becomes vanishingly small. An analysis of average displacement profiles of bubbles of varying sizes at different temperatures reveals almost identical scaled shapes in the absence of nonlinear stacking; nonlinear stacking leads to distinct scaled shapes of large and small bubbles.",Human
"Fifty years ago, John von Neumann compared the architecture of the brain with that of computers that he invented and which is still in use today. In those days, the organisation of computers was based on concepts of brain organisation. Here, we give an update on current results on the global organisation of neural systems. For neural systems, we outline how the spatial and topological architecture of neuronal and cortical networks facilitates robustness against failures, fast processing, and balanced network activation. Finally, we discuss mechanisms of self-organization for such architectures. After all, the organization of the brain might again inspire computer architecture.",Human
A recent problem in community ecology lies in defining structures behind matrices of species interactions. The interest in this area is to quantify the nestedness degree of the matrix after its maximal packing. In this work we evaluate nestedness using the sum of all distances of the occupied sites to the vertex of the matrix. We calculate the distance for two artificial matrices with the same size and occupancy: a random matrix and a perfect nested one. Using these two benchmarks we develop a nestedness estimator. The estimator is applied to a set of 23 real networks of insect-plant interactions.,Human
"In recent work we presented a new approach to the analysis of weighted networks, by providing a straightforward generalization of any network measure defined on unweighted networks. This approach is based on the translation of a weighted network into an ensemble of edges, and is particularly suited to the analysis of fully connected weighted networks. Here we apply our method to several such networks including distance matrices, and show that the clustering coefficient, constructed by using the ensemble approach, provides meaningful insights into the systems studied. In the particular case of two data sets from microarray experiments the clustering coefficient identifies a number of biologically significant genes, outperforming existing identification approaches.",Human
"Active cellular transport is a fundamental mechanism for protein and vesicle delivery, cell cycle and molecular degradation. Viruses can hijack the transport system and use it to reach the nucleus. Most transport processes consist of intermittent dynamics, where the motion of a particle, such as a virus, alternates between pure Brownian and directed movement along microtubules. In this communication, we estimate the mean time for particle to attach to a microtubule network. This computation leads to a coarse grained equation of the intermittent motion in radial and cylindrical geometries. Finally, by using the degradation activity inside the cytoplasm, we obtain refined asymptotic estimations for the probability and the mean time a virus reaches a small nuclear pore.",Human
"The design of large libraries of oligonucleotides having constant GC-content and satisfying Hamming distance constraints between oligonucleotides and their Watson-Crick complements is important in reducing hybridization errors in DNA computing, DNA microarray technologies, and molecular bar coding. Various techniques have been studied for the construction of such oligonucleotide libraries, ranging from algorithmic constructions via stochastic local search to theoretical constructions via coding theory. We introduce a new stochastic local search method which yields improvements up to more than one third of the benchmark lower bounds of Gaborit and King (2005) for n-mer oligonucleotide libraries when n <= 14. We also found several optimal libraries by computing maximum cliques on certain graphs.",Human
"As shown by Ganan-Calvo and co-workers, a free liquid jet can be compressed in iameter through gas-dynamic forces exerted by a co-flowing gas, obviating the need for a solid nozzle to form a microscopic liquid jet and thereby alleviating the clogging problems that plague conventional droplet sources of small diameter. We describe in this paper a novel form of droplet beam source based on this principle. The source is miniature, robust, dependable, easily fabricated, and eminently suitable for delivery of microscopic liquid droplets, including hydrated biological samples, into vacuum for analysis using vacuum instrumentation. Monodisperse, single file droplet streams are generated by triggering the device with a piezoelectric actuator. The device is essentially immune to clogging.",Human
"Dynamin is a ubiquitous GTPase that tubulates lipid bilayers and is implicated in many membrane severing processes in eukaryotic cells. Setting the grounds for a better understanding of this biological function, we develop a generalized hydrodynamics description of the conformational change of large dynamin-membrane tubes taking into account GTP consumption as a free energy source. On observable time scales, dissipation is dominated by an effective dynamin/membrane friction and the deformation field of the tube has a simple diffusive behavior, which could be tested experimentally. A more involved, semi-microscopic model yields complete predictions for the dynamics of the tube and possibly accounts for contradictory experimental results concerning its change of conformation as well as for plectonemic supercoiling.",Human
"{\it Transcription} is the process whereby RNA molecules are polymerized by molecular machines, called RNA polymerase (RNAP), using the corresponding DNA as the template. Recent {\it in-vivo} experiments with single cells have established that transcription takes place in ""bursts"" or ""pulses"". In this letter we present a model that captures not only the mechano-chemistry of individual RNAPs and their steric interactions but also the switching of the gene between the ON and OFF states. This model accounts for the statistical properties of the transcriptional bursts. It also shows how the quantitative features of the distributions of these bursts can be tuned by controlling the appropriate steps of operation of the RNAP machines.",Human
"When moving from native to light activated bacteriorhodopsin, modification of charge transport consisting of an increase of conductance is correlated to the protein conformational change. A theoretical model based on a map of the protein tertiary structure into a resistor network is implemented to account for a sequential tunneling mechanism of charge transfer through neighbouring amino acids. The model is validated by comparison with current-voltage experiments. The predictability of the model is further tested on bovine rhodopsin, a G-protein coupled receptor (GPCR) also sensitive to light. In this case, results show an opposite behaviour with a decrease of conductance in the presence of light.",Human
"Conventional kinesin is a motor protein, which is able to walk along a microtubule processively. The exact mechanism of the stepping motion and force generation of kinesin is still far from clear. In this paper we argue that neck linker docking is a crucial element of this mechanism, without which the experimentally observed dwell times of the steps could not be explained under a wide range of loading forces. We also show that the experimental data impose very strict constraints on the lengths of both the neck linker and its docking section, which are compatible with the known structure of kinesin.",Human
"A mechanism of extraction of tubular membranes from a lipid vesicle is presented. A concentration gradient of anchoring amphiphilic polymers generates tubes from bud-like vesicle protrusions. We explain this mechanism in the framework of the Canham-Helfrich model. The energy profile is analytically calculated and a tube with a fixed length, corresponding to an energy minimum, is obtained in a certain regime of parameters. Further, using a phase-field model, we corroborate these results numerically. We obtain the growth of tubes when a polymer source is added, and the bud-like shape after removal of the polymer source, in accordance with recent experimental results.",Human
"The effect of disorder in the energetic heights and in the physical locations of fence barriers encountered by transmembrane molecules such as proteins and lipids in their motion in cell membranes is studied theoretically. The investigation takes as its starting point a recent analysis of a periodic system with constant distances between barriers and constant values of barrier heights, and employs effective medium theory to treat the disorder. The calculations make possible, in principle, the extraction of confinement parameters such as mean compartment sizes and mean intercompartmental transition rates from experimentally reported published observations. The analysis should be helpful both as an unusual application of effective medium theory and as an investigation of observed molecular movements in cell membranes.",Human
